,name,ccp,1,2,3,4,5,6,7,8,9,total_count,score,score_prop,practica
175,kuku,morrumbene,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.42134831460674155,pescadores
176,lidume,morrumbene,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,1.6151685393258428,pescadores
177,likerere,morrumbene,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,12.0,0.8426966292134831,pescadores
178,magumba,morrumbene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.21067415730337077,pescadores
179,masaba,morrumbene,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,9.0,57.0,4.002808988764045,pescadores
180,mavandzi,morrumbene,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,25.0,194.0,13.623595505617978,pescadores
181,mavionho,morrumbene,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,11.0,64.0,4.49438202247191,pescadores
182,mbabe,morrumbene,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,9.0,45.0,3.160112359550562,pescadores
183,mifiti,morrumbene,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,7.0,29.0,2.0365168539325844,pescadores
184,mihili,morrumbene,2.0,0.0,6.0,4.0,2.0,2.0,0.0,2.0,0.0,18.0,106.0,7.443820224719102,pescadores
185,nhabugue,morrumbene,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,15.0,1.053370786516854,pescadores
186,nhakomani,morrumbene,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.21067415730337077,pescadores
187,nhanguedwa,morrumbene,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.35112359550561795,pescadores
188,nharongue,morrumbene,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,30.0,2.106741573033708,pescadores
189,salani,morrumbene,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,7.0,24.0,1.6853932584269662,pescadores
190,sigulula,morrumbene,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,12.0,0.8426966292134831,pescadores
191,tendre,morrumbene,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,8.0,43.0,3.019662921348315,pescadores
192,togoma,morrumbene,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.42134831460674155,pescadores
193,tsakanhani,morrumbene,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,39.0,2.7387640449438204,pescadores
194,tsava,morrumbene,2.0,3.0,3.0,8.0,2.0,2.0,1.0,0.0,1.0,22.0,133.0,9.339887640449438,pescadores
195,tsongua,morrumbene,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,9.0,31.0,2.1769662921348316,pescadores
196,xereua,morrumbene,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,29.0,2.0365168539325844,pescadores
197,carapo,ilha,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,1.9801980198019802,pescadores
198,dzindrolo,ilha,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,14.0,2.7722772277227725,pescadores
199,dzipata,ilha,0.0,1.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,9.0,47.0,9.306930693069306,pescadores
200,gihologo,ilha,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,1.188118811881188,pescadores
201,gitongwe,ilha,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.188118811881188,pescadores
202,gudua,ilha,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.7920792079207921,pescadores
203,honho,ilha,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,1.188118811881188,pescadores
204,korea,ilha,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,2.7722772277227725,pescadores
205,kuku,ilha,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.1683168316831685,pescadores
206,mahoma,ilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.19801980198019803,pescadores
207,makolo,ilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.39603960396039606,pescadores
208,mapalo,ilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.19801980198019803,pescadores
209,marengue,ilha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.19801980198019803,pescadores
210,matewo,ilha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.782178217821782,pescadores
211,mavandzi,ilha,10.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,118.0,23.36633663366337,pescadores
212,mavionho,ilha,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,5.544554455445545,pescadores
213,mbabe,ilha,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,27.0,5.346534653465347,pescadores
214,mifiti,ilha,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.188118811881188,pescadores
215,mihili,ilha,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,58.0,11.485148514851486,pescadores
216,nhabugue,ilha,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,22.0,4.356435643564356,pescadores
217,salani,ilha,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,7.128712871287128,pescadores
218,sigulula,ilha,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,5.742574257425743,pescadores
219,sololo,ilha,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.594059405940594,pescadores
220,tendre,ilha,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,21.0,4.158415841584159,pescadores
221,tsogola,ilha,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.188118811881188,pescadores
222,tsongua,ilha,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,1.782178217821782,pescadores
223,xereua,ilha,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.9900990099009901,pescadores
224,carapo,josina_machel,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,39.0,11.818181818181818,pescadores
225,dzindrolo,josina_machel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.727272727272727,pescadores
226,dzipata,josina_machel,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,17.0,5.151515151515151,pescadores
227,gudua,josina_machel,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,18.0,5.454545454545454,pescadores
228,honho,josina_machel,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.939393939393939,pescadores
229,kolokolo,josina_machel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.4242424242424243,pescadores
230,korea,josina_machel,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.1212121212121215,pescadores
231,kuku,josina_machel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.2121212121212122,pescadores
232,makolo,josina_machel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.4242424242424243,pescadores
233,mapalo,josina_machel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.4242424242424243,pescadores
234,matewo,josina_machel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.8181818181818181,pescadores
235,mavionho,josina_machel,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,48.0,14.545454545454545,pescadores
236,mbabe,josina_machel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.6060606060606061,pescadores
237,mihili,josina_machel,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,40.0,12.121212121212121,pescadores
238,salani,josina_machel,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,39.0,11.818181818181818,pescadores
239,sigulula,josina_machel,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,24.0,7.2727272727272725,pescadores
240,sololo,josina_machel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.4242424242424243,pescadores
241,tendre,josina_machel,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.242424242424243,pescadores
242,tsakanhani,josina_machel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.9090909090909091,pescadores
243,tsongua,josina_machel,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.8181818181818181,pescadores
244,xereua,josina_machel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.727272727272727,pescadores
245,carapo,kuguana,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.974025974025974,pescadores
246,dzindrolo,kuguana,0.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,0.0,14.0,73.0,5.925324675324675,pescadores
247,dzipata,kuguana,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,13.0,43.0,3.49025974025974,pescadores
248,gidagianha,kuguana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.487012987012987,pescadores
249,gihologo,kuguana,0.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,11.0,60.0,4.870129870129871,pescadores
250,gitongwe,kuguana,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,2.1915584415584415,pescadores
251,gudua,kuguana,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,92.0,7.467532467532467,pescadores
252,honho,kuguana,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,80.0,6.493506493506493,pescadores
253,kolokolo,kuguana,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.8116883116883116,pescadores
254,livandrevandre,kuguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.16233766233766234,pescadores
255,magumba,kuguana,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,6.0,27.0,2.1915584415584415,pescadores
256,masaba,kuguana,10.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,157.0,12.743506493506493,pescadores
257,mavandzi,kuguana,12.0,12.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,30.0,236.0,19.155844155844157,pescadores
258,mavionho,kuguana,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,23.0,1.8668831168831168,pescadores
259,mbabe,kuguana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.8116883116883116,pescadores
260,mifiti,kuguana,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,25.0,2.029220779220779,pescadores
261,mihili,kuguana,1.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,15.0,98.0,7.954545454545454,pescadores
262,nani,kuguana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.2435064935064935,pescadores
263,nhakomani,kuguana,0.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,9.0,49.0,3.977272727272727,pescadores
264,nharongue,kuguana,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,21.0,1.7045454545454544,pescadores
265,nhatogue,kuguana,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.2435064935064935,pescadores
266,salani,kuguana,0.0,0.0,2.0,1.0,2.0,7.0,0.0,0.0,0.0,12.0,58.0,4.707792207792208,pescadores
267,sardinha,kuguana,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,0.5681818181818182,pescadores
268,sigulula,kuguana,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,32.0,2.5974025974025974,pescadores
269,sikwalala,kuguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.2435064935064935,pescadores
270,sololo,kuguana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.487012987012987,pescadores
271,tendre,kuguana,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.6493506493506493,pescadores
272,togoma,kuguana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.16233766233766234,pescadores
273,tsakanhani,kuguana,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.6493506493506493,pescadores
274,tsava,kuguana,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,0.8928571428571428,pescadores
275,tsongua,kuguana,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.487012987012987,pescadores
276,xereua,kuguana,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,34.0,2.75974025974026,pescadores
277,carapo,madava,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,11.0,63.0,3.799758745476477,pescadores
278,dzindrolo,madava,0.0,1.0,1.0,10.0,5.0,2.0,1.0,1.0,4.0,25.0,117.0,7.056694813027745,pescadores
279,dzipata,madava,0.0,0.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,21.0,91.0,5.48854041013269,pescadores
280,gihologo,madava,1.0,7.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,196.0,11.821471652593486,pescadores
281,gingave,madava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.060313630880579006,pescadores
282,gitongwe,madava,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,16.0,0.9650180940892641,pescadores
283,gudua,madava,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,24.0,1.4475271411338964,pescadores
284,honho,madava,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,8.0,0.48250904704463204,pescadores
285,kolokolo,madava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.12062726176115801,pescadores
286,lidume,madava,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.30156815440289503,pescadores
287,magumba,madava,0.0,1.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,11.0,54.0,3.2569360675512664,pescadores
288,masaba,madava,17.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,259.0,15.621230398069963,pescadores
289,mavandzi,madava,26.0,18.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,404.0,24.36670687575392,pescadores
290,mavionho,madava,0.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,10.0,61.0,3.67913148371532,pescadores
291,mbabe,madava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.12062726176115801,pescadores
292,mifiti,madava,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,26.0,1.5681544028950543,pescadores
293,mihili,madava,1.0,1.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,12.0,76.0,4.583835946924005,pescadores
294,mitifa,madava,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,26.0,1.5681544028950543,pescadores
295,nani,madava,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,0.6634499396863691,pescadores
296,nhabugue,madava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.12062726176115801,pescadores
297,nhakomani,madava,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,35.0,2.1109770808202653,pescadores
298,nharongue,madava,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,67.0,4.041013268998793,pescadores
299,salani,madava,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,27.0,1.6284680337756332,pescadores
300,sardinha,madava,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.3618817852834741,pescadores
301,sigulula,madava,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,6.0,24.0,1.4475271411338964,pescadores
302,sikwalala,madava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.060313630880579006,pescadores
303,sololo,madava,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.18094089264173704,pescadores
304,tendre,madava,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,13.0,0.7840772014475271,pescadores
305,tsava,madava,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,32.0,1.9300361881785282,pescadores
306,xereua,madava,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.3618817852834741,pescadores
307,carapo,mucucune,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,3.1963470319634704,pescadores
308,dzindrolo,mucucune,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,4.5662100456621,pescadores
309,dzipata,mucucune,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.82648401826484,pescadores
310,gitongwe,mucucune,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.65296803652968,pescadores
311,kuku,mucucune,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.36986301369863,pescadores
312,likerere,mucucune,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.28310502283105,pescadores
313,mavandzi,mucucune,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.10958904109589,pescadores
314,mavionho,mucucune,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,27.0,12.32876712328767,pescadores
315,mbabe,mucucune,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,5.47945205479452,pescadores
316,mihili,mucucune,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,18.2648401826484,pescadores
317,ngee,mucucune,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,4.10958904109589,pescadores
318,nhabugue,mucucune,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.1963470319634704,pescadores
319,salani,mucucune,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,18.72146118721461,pescadores
320,sardinha,mucucune,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.82648401826484,pescadores
321,sigulula,mucucune,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,25.0,11.415525114155251,pescadores
322,tsongua,mucucune,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.82648401826484,pescadores
323,xereua,mucucune,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.82648401826484,pescadores
324,carapo,nhamaxaxa,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.530612244897959,pescadores
325,dzindrolo,nhamaxaxa,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,3.6734693877551026,pescadores
326,dzipata,nhamaxaxa,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,11.0,4.489795918367347,pescadores
327,kuku,nhamaxaxa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0408163265306123,pescadores
328,mavionho,nhamaxaxa,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,25.0,10.204081632653061,pescadores
329,mifiti,nhamaxaxa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.857142857142857,pescadores
330,mihili,nhamaxaxa,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,43.0,17.551020408163264,pescadores
331,nhamunhe,nhamaxaxa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.2244897959183674,pescadores
332,nharongue,nhamaxaxa,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,5.714285714285714,pescadores
333,nhasastani,nhamaxaxa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.8163265306122449,pescadores
334,salani,nhamaxaxa,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,6.938775510204081,pescadores
335,sardinha,nhamaxaxa,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,10.204081632653061,pescadores
336,sigulula,nhamaxaxa,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,11.020408163265307,pescadores
337,simbatsani,nhamaxaxa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.40816326530612246,pescadores
338,tendre,nhamaxaxa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.857142857142857,pescadores
339,tsakanhani,nhamaxaxa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.2653061224489797,pescadores
340,tsogola,nhamaxaxa,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.857142857142857,pescadores
341,tsongua,nhamaxaxa,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,4.8979591836734695,pescadores
342,xereua,nhamaxaxa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.4489795918367347,pescadores
343,carapo,nhamua,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,51.0,14.206128133704734,pescadores
344,dzindrolo,nhamua,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,56.0,15.598885793871867,pescadores
345,dzipata,nhamua,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,6.406685236768802,pescadores
346,gidzuani,nhamua,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.6713091922005572,pescadores
347,gingave,nhamua,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.6713091922005572,pescadores
348,gudua,nhamua,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,3.8997214484679668,pescadores
